sampling,invalid_value,missing_value,floating_point,distribution_shape,multicollinearity,normalization,outlier,punctuation,stopword,lowercase,whitespace,model,outlier_bef_normalization_strat,outlier_bef_outlier_strat,diff_sensitive_attr,ratio_sensitive_attr,cov,class_imbalance_ratio,corr_Age,ot_Age,corr_Workclass,ot_Workclass,corr_fnlwgt,ot_fnlwgt,corr_Education,ot_Education,corr_Education_Num,ot_Education_Num,corr_Martial_Status,ot_Martial_Status,corr_Occupation,ot_Occupation,corr_Relationship,ot_Relationship,corr_Race,ot_Race,corr_Sex,ot_Sex,corr_Capital_Gain,ot_Capital_Gain,corr_Capital_Loss,ot_Capital_Loss,corr_Hours_per_week,ot_Hours_per_week,corr_Country,ot_Country,utility_sp
3,3,2,3,5,1,5,5,1,2,2,2,1,0.23764200184218606,0.2382560638624501,0.18788,1.85816,0.042752738949820165,3.1849912739965096,576.9,0.39,63.12,0.31,576.9,0.37,310.57,0.29,950.88,0.29,545.22,0.21,310.85,0.4,550.8,0.36,19.77,0.15,104.84,0.35,205.58,0.09,78.22,0.14,614.52,0.25,55.7,0.08,0.17702280044128405
1,1,6,2,2,1,4,2,2,1,1,1,1,0.268902401572385,0.26957803574718997,0.21099,2.39742,0.04382817401668332,3.243352135374698,29177.62,0.4,285.86,0.28,29177.62,0.34,1214.74,0.25,5282.72,0.25,2193.02,0.19,1162.96,0.4,2248.67,0.3,94.91,0.11,539.48,0.29,1494.09,0.05,1288.14,0.06,1288.14,0.18,106.99,0.06,0.19823327198861074
4,1,4,3,3,1,1,6,1,1,1,2,1,0.2423907028223575,0.2423907028223575,0.19944,0.98271,0.049862857495801105,3.7104722792607805,44257.54,0.35,334.68,0.0,44257.54,0.34,1191.59,0.0,178536.26,0.29,1208.0,0.0,1107.98,0.0,2116.02,0.0,127.24,0.0,544.45,0.0,391.01,0.08,1154.94,0.15,1154.95,0.27,104.91,0.0,0.1741474212643167
1,2,2,4,4,2,1,4,1,2,2,1,1,0.18893188379092193,0.18893188379092193,0.19121,2.03359,0.04225739226777846,3.2090545938748334,347.1,0.0,1179.59,0.0,1946.73,0.0,1131.32,0.0,1999.51,0.0,119.79,0.0,421.91,0.0,123.11,0.0,263805.42,0.45,2767.62,0.32,218078.8,0.28,698.18,0.09,777.74,0.15,1386.17,0.26,0.1258788881753214
4,3,8,1,5,1,2,2,2,2,1,1,1,0.26240546024718686,0.26563364692861097,0.20404,1.02573,0.05100788041940525,3.869353717859625,735.43,0.4,193.24,0.28,735.43,0.38,739.46,0.22,146.32,0.22,1590.88,0.24,710.35,0.5,1644.02,0.71,69.34,0.11,445.55,1.0,691.12,0.05,1900.57,0.06,1780.06,0.18,63.05,0.05,0.18249208883708756
3,3,2,2,2,1,5,2,2,2,2,2,1,0.2511513662879951,0.24992324224746698,0.19511,2.35247,0.04085929811865226,3.212424849699399,425.67,0.37,46.36,0.28,425.67,0.36,213.94,0.24,854.4,0.24,443.08,0.18,230.22,0.4,449.07,0.32,12.63,0.11,91.45,0.3,230.77,0.07,288.89,0.06,288.88,0.18,60.63,0.06,0.15489849430973426
1,1,8,3,4,1,3,1,1,2,1,1,1,0.21178060315705424,0.21196486702291015,0.18716,2.00571,0.04155447945074113,3.2154979186679475,1297.0,0.33,445.99,0.31,1297.0,0.27,1670.2,0.29,940.75,0.29,2674.38,0.21,1566.51,0.41,2741.45,0.34,134.31,0.14,564.77,0.33,734.79,0.08,1893.46,0.14,1971.7,0.26,143.24,0.1,0.11749583531496974
1,1,9,3,5,1,3,8,1,2,2,2,1,0.258460782507217,0.25753946317793747,0.18755,1.97122,0.04187999529431877,3.211513157894737,522.3,0.39,428.56,0.31,522.3,0.41,1636.3,0.29,409.46,0.29,2621.35,0.21,1507.26,0.41,2687.17,0.34,144.41,0.14,554.3,0.34,1116.88,0.08,2116.65,0.14,1091.7,0.26,138.55,0.1,0.18494392148160443
4,3,6,4,4,1,4,5,1,2,2,2,1,0.23639549898542705,0.2377790075631802,0.19426,1.00654,0.048571895968341446,3.813124108416548,53.05,0.3,215.5,0.3,53.05,0.31,775.65,0.5,12891.72,0.28,1532.29,0.25,785.52,0.5,1572.82,0.72,111.32,0.17,385.59,1.0,1389.51,0.06,171.07,0.15,170.99,0.27,86.39,0.1,0.12869532065649691
3,1,9,3,2,2,2,3,2,2,2,1,1,0.25514276941971137,0.24900214921707092,0.16181,1.74608,0.037508153946510074,3.9213483146067416,0.0,1.0,67.09,0.4,192.35,0.21,90.48,0.51,187.45,0.35,0.0,1.0,31.81,0.36,0.0,1.0,410.6,0.49,10.44,0.16,1480.87,1.0,2012.75,0.13,0.11222232852889696,,,,
4,1,7,3,5,1,5,1,2,1,2,1,1,0.2624976941523704,0.2619442907212691,0.19078,0.99954,0.047699862489546975,3.8147333699835073,2739.35,0.42,276.7,0.31,2739.35,0.41,1046.41,0.28,4940.51,0.28,1924.44,0.26,951.4,0.52,1984.55,0.71,105.9,0.16,483.1,1.0,644.97,0.08,151.53,0.14,3296.56,0.26,95.26,0.09,0.17017966545054036
4,4,1,4,2,2,1,1,1,2,2,2,1,0.23589308442935936,0.23589308442935936,0.18547,0.99352,0.04637476778770674,3.8531228551818804,197.83,0.0,829.78,0.0,1535.38,0.0,751.56,0.0,1589.77,0.0,87.18,0.0,370.59,0.0,92.8,0.0,283709.19,0.41,72834.47,0.28,1006.8,0.07,1524.78,0.18,0.15884000707861065,,,,
1,3,1,2,1,1,3,8,2,2,2,1,1,0.20751993923281428,0.20858336498290922,0.18488,1.96138,0.041353148390438355,3.4092857142857143,1287.09,0.3,374.26,0.3,1287.09,0.26,1475.76,0.29,587.3,0.29,2617.99,0.21,1384.17,0.42,2674.02,0.34,133.55,0.14,537.18,0.34,163.16,0.06,1571.92,0.13,1572.58,0.19,126.18,0.09,-0.046749840634676854
2,4,1,1,5,1,5,7,2,2,1,1,1,0.19029733959311423,0.19248826291079812,0.17521,1.84967,0.039921487615731346,3.304654442877292,478.26,0.43,110.69,0.3,478.26,0.42,341.63,0.27,1507.61,0.27,593.01,0.22,325.0,0.4,609.47,0.35,28.07,0.13,118.68,0.35,284.21,0.08,448.12,0.05,2101.25,0.18,51.18,0.08,0.15644043247452102
4,4,5,4,4,1,4,5,2,2,2,2,1,0.24146836377052205,0.23741007194244604,0.19624,1.02116,0.0490617352670607,3.6183107672469377,7999.94,0.5,263.16,0.31,92.03,0.3,838.16,0.28,12944.66,0.28,1592.92,0.26,845.75,0.51,1638.31,0.71,121.79,0.17,405.31,1.0,1419.81,0.07,161.59,0.15,222.13,0.27,81.52,0.09,0.16333698120716034
2,4,9,3,4,1,3,2,2,2,1,2,1,0.225020475020475,0.22051597051597052,0.19331,2.37005,0.04035211799730994,3.1351706036745406,471.05,0.53,117.81,0.29,117.81,0.25,326.55,0.24,174.49,0.24,641.62,0.19,321.62,0.39,658.31,0.32,21.37,0.09,132.96,0.3,197.54,0.07,168.28,0.06,175.97,0.19,37.1,0.06,0.10855566709782043
1,1,9,1,4,2,2,1,1,1,2,2,1,0.21337755666113875,0.2136232418156133,0.18716,2.00571,0.04155447945074113,3.2154979186679475,445.99,0.31,1670.2,0.29,2674.38,0.21,1566.51,0.41,2741.45,0.34,134.31,0.14,564.77,0.33,143.24,0.1,615.79,0.3,618.72,0.29,604.84,0.08,618.12,0.21,0.18456987444871525,,,,
4,4,7,4,4,2,5,3,1,2,1,1,1,0.22726434237225604,0.2271721084670725,0.17578,0.9113,0.04386524858286406,4.4159132007233275,0.0,1.0,225.6,0.42,725.28,0.26,267.68,0.49,741.08,0.67,0.0,1.0,152.18,1.0,0.0,1.0,363.87,0.51,546.55,0.49,5900.55,0.14,678.0,1.0,677.91,0.14,0.10471444480791679,,
1,2,6,4,1,2,4,8,2,1,1,2,1,0.21006080707573244,0.20969227934402063,0.18288,1.86818,0.04153525357561573,3.3069886571533114,434.17,0.31,1524.28,0.3,2442.85,0.22,1417.63,0.41,2503.51,0.33,139.8,0.15,500.49,0.35,131.51,0.09,3418.52,0.55,671.81,0.28,9255.87,0.3,3186.24,0.07,603.7,0.26,0.16695167842944025,,
4,3,9,3,1,2,1,4,1,2,1,2,1,0.19738055709278732,0.19738055709278732,0.1971,0.99012,0.04928230022709264,3.808248914616498,219.46,0.0,818.92,0.0,1546.75,0.0,692.13,0.0,1591.73,0.0,82.74,0.0,390.61,0.0,84.8,0.0,753.45,0.28,101501.34,0.28,125.76,0.08,856.5,0.26,0.08418764325691697,,,,
4,4,3,4,2,2,3,1,1,1,2,2,1,0.23464305478693967,0.23971591957203467,0.19078,0.99954,0.047699862489546975,3.8147333699835073,276.7,0.31,1046.41,0.28,1924.44,0.26,951.4,0.52,1984.55,0.71,105.9,0.16,483.1,1.0,95.26,0.09,808.22,0.57,388.94,0.39,212.22,0.28,1234.36,0.07,2013.53,0.04,1398.42,0.26,0.10371554743414041
2,4,1,4,2,1,4,4,1,2,1,2,1,0.19687010954616588,0.19812206572769953,0.17894,1.9947,0.039816159346831366,3.1948051948051948,2919.79,0.43,85.13,0.3,2919.79,0.47,274.12,0.27,1169.57,0.27,444.16,0.21,251.16,0.39,459.86,0.34,18.51,0.13,87.7,0.33,190.97,0.09,324.1,0.06,324.1,0.19,48.1,0.08,0.1561058195474174
1,1,3,3,2,1,4,4,1,1,1,1,1,0.2582765186413611,0.26067194889748785,0.19516,2.0173,0.043247580937126925,3.1870471014492754,25289.24,0.4,325.48,0.3,25289.24,0.4,1193.55,0.28,4370.93,0.28,1877.64,0.2,1135.32,0.4,1930.48,0.33,106.98,0.15,428.1,0.33,896.94,0.08,284.48,0.14,284.48,0.25,115.0,0.1,0.17325841256136149
3,1,3,4,2,2,2,8,2,1,2,1,1,0.25514276941971137,0.24900214921707092,0.18775,1.92898,0.04223255930665026,3.1781045751633985,76.55,0.32,321.76,0.29,574.88,0.21,329.05,0.41,579.49,0.36,22.83,0.15,110.29,0.34,54.55,0.09,136.53,0.4,134.3,0.29,130.96,0.09,123.16,0.25,0.18225506281068637,,,,
4,2,8,3,4,1,5,6,2,2,1,2,1,0.2432208079690094,0.24414314702084486,0.19229,0.99974,0.048078217417201884,3.711750305997552,1550.71,0.52,266.93,0.31,249.29,0.33,924.43,0.28,10587.93,0.28,1761.9,0.26,839.37,0.51,1805.03,0.71,121.88,0.17,424.51,1.0,1506.99,0.07,227.98,0.15,223.3,0.27,84.99,0.09,0.17225928137853314
4,1,9,3,2,1,2,1,2,2,2,2,1,0.2726434237225604,0.27448810182623135,0.19078,0.99954,0.047699862489546975,3.8147333699835073,329.1,0.41,276.7,0.31,329.1,0.42,1046.41,0.28,313.13,0.28,1924.44,0.26,951.4,0.52,1984.55,0.71,105.9,0.16,483.1,1.0,338.86,0.08,319.47,0.14,319.47,0.26,95.26,0.09,0.1747483786721069
2,3,8,1,2,2,5,8,1,1,1,2,1,0.25655200655200655,0.2618755118755119,0.17727,1.84874,0.04039430539202657,3.3259860788863107,157.0,0.3,429.88,0.28,771.34,0.22,416.43,0.4,788.83,0.36,42.8,0.13,149.21,0.35,49.29,0.08,905.2,0.43,1814.43,0.28,350.11,0.08,128.11,0.25,0.153177303979443,,,,
3,1,1,3,5,2,5,7,2,2,2,1,1,0.2393455098934551,0.24124809741248096,0.18988,1.90323,0.04289180009704031,3.172185430463576,73.93,0.32,323.05,0.29,581.23,0.21,311.37,0.41,586.82,0.36,21.64,0.15,111.54,0.34,52.13,0.08,591.79,0.42,965.95,0.29,216.2,0.09,376.6,0.25,0.17574006092322114,,,,
4,4,2,3,2,1,1,1,2,2,1,2,1,0.26664821988563,0.26664821988563,0.19078,0.99954,0.047699862489546975,3.8147333699835073,355180.18,0.48,276.7,0.0,53180.67,0.44,1046.41,0.0,89276.23,0.28,1924.44,0.0,951.4,0.0,1984.55,0.0,105.9,0.0,483.1,0.0,1125.1,0.08,444.82,0.14,45.46,0.26,95.26,0.0,0.167900523789558
3,3,6,4,3,2,3,4,2,1,2,2,1,0.23457169174086584,0.23457169174086584,0.1934,1.99398,0.043042939458719974,3.139293139293139,63.27,0.31,262.7,0.29,474.66,0.21,253.34,0.41,491.56,0.36,15.37,0.15,89.36,0.33,54.08,0.1,45.58,0.33,279.94,0.29,94.68,0.09,309.44,0.24,0.12449336009707526,,,,
3,4,7,3,4,2,2,6,2,2,2,2,1,0.2158428001228124,0.20816702486951183,0.18066,1.87515,0.040997206197406336,3.2231833910034604,65.54,0.31,310.97,0.29,532.41,0.22,314.93,0.41,538.74,0.35,20.47,0.15,99.0,0.35,55.57,0.09,117.31,0.55,104.64,0.33,119.67,0.29,124.1,0.09,109.29,0.14,108.27,0.26,0.16441305467265657
2,1,4,4,5,2,4,1,2,2,2,2,1,0.2493857493857494,0.2493857493857494,0.18816,1.98351,0.04193777304569855,3.254355400696864,218.91,0.31,547.58,0.28,638.95,0.17,560.43,0.41,1006.55,0.35,45.02,0.14,213.26,0.34,67.55,0.09,13421.26,0.41,2242.04,0.28,24807.55,0.09,13080.71,0.26,0.15566025045627382,,,,
2,3,6,4,2,1,3,2,1,1,1,1,1,0.25900900900900903,0.2573710073710074,0.20082,2.26528,0.04268103348395318,3.1515151515151514,359.8,0.37,120.73,0.28,359.8,0.4,343.48,0.24,118.96,0.24,654.89,0.19,326.87,0.39,671.51,0.32,26.13,0.09,146.56,0.31,506.89,0.07,476.46,0.04,135.55,0.17,40.16,0.05,0.18390701069926854
3,3,3,4,3,2,1,2,1,1,1,1,1,0.23457169174086584,0.23457169174086584,0.22253,2.7007,0.04390460616144461,3.05009633911368,52.86,0.0,223.1,0.0,478.56,0.0,243.07,0.0,481.7,0.0,15.97,0.0,109.2,0.0,58.84,0.0,12852.34,0.25,38825.14,0.25,56.8,0.07,107.5,0.22,0.12391657638136512,,,,
2,3,7,1,2,2,3,7,1,2,2,1,1,0.25655200655200655,0.2628992628992629,0.17262,1.93937,0.03875801479297403,3.3374858437146093,165.67,0.31,439.11,0.28,762.23,0.21,416.54,0.4,775.54,0.35,29.91,0.13,143.44,0.34,46.55,0.09,209.16,0.42,124.39,0.28,450.78,0.09,559.11,0.27,0.10416010539739501,,,,
4,2,4,3,4,2,2,1,2,2,2,2,1,0.18788046485888213,0.18529791551374286,0.19443,1.0,0.04861175168342403,3.853178155774396,357.01,0.31,1324.88,0.28,1441.6,0.21,1194.4,0.52,2500.43,0.71,116.7,0.16,625.14,1.0,107.16,0.09,395.56,0.44,395.56,0.29,395.56,0.28,395.56,0.07,395.56,0.04,395.56,0.26,0.17063272458955914
4,2,1,1,2,1,5,3,2,1,2,2,1,0.19488049780794794,0.19813322019516336,0.17176,0.92158,0.042881867032253045,4.528880866425993,772.82,0.52,0.0,1.0,772.82,0.4,238.85,0.16,2552.3,0.16,715.54,0.26,275.25,0.5,730.65,0.68,0.0,1.0,151.07,1.0,676.11,1.0,676.11,1.0,676.02,0.25,0.0,1.0,0.11756689696641506
1,2,1,4,4,2,5,2,2,1,2,2,1,0.1964117091595845,0.2007554296506138,0.20472,2.67911,0.0405237260343832,3.1924789708065315,198.91,0.26,937.78,0.23,1798.53,0.16,926.63,0.39,1855.57,0.29,76.35,0.1,385.83,0.27,98.33,0.05,567.0,0.48,10234.15,0.23,2138.93,0.06,2143.81,0.15,0.1777594723533746,,,,
3,4,8,4,1,1,5,3,1,1,2,2,1,0.2093951489100399,0.2078599938593798,0.16313,1.74922,0.03779619187454113,3.899441340782123,16.04,0.42,0.0,1.0,220.43,0.44,69.35,0.4,859.13,0.16,193.58,0.21,91.86,0.51,188.67,0.35,0.0,1.0,32.25,0.36,224.65,1.0,224.65,1.0,224.65,0.13,0.0,1.0,0.052420759317311036
4,3,6,3,3,2,5,3,1,2,2,1,1,0.24405091311566132,0.24626452684006642,0.17527,0.91066,0.04373732429777697,4.423913043478261,0.0,1.0,224.37,0.42,723.77,0.26,268.28,0.49,739.59,0.67,0.0,1.0,151.42,1.0,0.0,1.0,120.89,0.51,7612.1,0.14,676.55,1.0,676.55,0.14,0.07288016818500351,,,,
2,3,7,3,5,2,3,3,1,2,1,2,1,0.25307125307125306,0.2540950040950041,0.15038,1.72157,0.034977944644485934,3.974910394265233,0.0,1.0,91.24,0.42,286.33,0.23,117.71,0.53,277.3,0.35,0.0,1.0,44.49,0.37,0.0,1.0,693.27,0.49,18.02,0.16,348.94,1.0,243.74,0.13,0.09826700611907632,,,,
1,1,2,1,4,2,3,3,2,1,1,1,1,0.21337755666113875,0.21423745470179964,0.17092,1.84383,0.038976103636047844,3.7376873661670236,0.0,1.0,321.05,0.41,1001.89,0.22,398.68,0.52,1007.44,0.33,0.0,1.0,175.96,0.35,0.0,1.0,1278.6,0.42,42.12,0.14,1183.62,1.0,1137.95,0.24,0.1203703537773254,,,,
1,1,2,2,3,2,3,2,1,2,2,1,1,0.254591241324243,0.2558810883852343,0.22273,2.64681,0.044331417600823576,3.057010785824345,303.31,0.28,1180.94,0.24,2212.69,0.17,1173.43,0.39,2269.32,0.29,69.28,0.09,558.65,0.27,93.39,0.05,132.13,0.3,723.38,0.24,184.39,0.06,1085.52,0.21,0.15199236523929835,,,,
1,2,2,1,3,2,4,8,1,1,1,1,1,0.2308826239174498,0.2314354155150175,0.1909,1.90192,0.043118220214369674,3.1175444715730727,398.42,0.31,1464.49,0.5,2468.73,0.21,1425.16,0.41,2520.61,0.33,165.06,0.15,527.35,0.34,132.17,0.09,19681.69,0.53,2448.99,0.38,21783.11,0.29,1606.41,0.08,1011.57,0.15,399.54,0.27,0.17111365415314603
2,2,5,1,4,2,5,1,1,2,2,2,1,0.2076167076167076,0.20945945945945946,0.17751,1.98635,0.039547422726802166,3.272234273318872,175.94,0.31,432.15,0.28,783.47,0.21,432.15,0.4,797.46,0.35,33.4,0.13,153.21,0.33,51.33,0.09,599.51,0.55,195.17,0.32,4599.11,0.28,768.86,0.09,220.61,0.22,0.1413724253280012,,
2,3,5,4,3,1,4,7,1,1,1,2,1,0.2502047502047502,0.25184275184275184,0.17631,1.80189,0.04047877005623485,3.3292682926829267,829.56,0.33,175.95,0.3,829.56,0.36,391.31,0.27,7167.06,0.27,765.44,0.21,387.14,0.39,780.67,0.36,38.64,0.13,141.6,0.36,484.56,0.08,133.31,0.14,133.31,0.25,46.06,0.08,0.1037074066890897
2,3,9,1,2,2,3,1,2,1,2,2,1,0.25655200655200655,0.2628992628992629,0.17751,1.98635,0.039547422726802166,3.272234273318872,175.94,0.31,432.15,0.28,783.47,0.21,432.15,0.4,797.46,0.35,33.4,0.13,153.21,0.33,51.33,0.09,225.81,0.44,141.01,0.28,484.94,0.09,621.6,0.26,0.09972249390875576,,,,
4,2,3,4,3,2,1,5,2,1,2,1,1,0.21213798192215458,0.21213798192215458,0.1964,1.00884,0.04910544247330572,3.7002670226969294,225.56,0.0,848.07,0.0,1560.31,0.0,848.35,0.0,1599.15,0.0,109.91,0.0,404.2,0.0,91.29,0.0,288278.64,0.59,33918.33,0.36,136811.06,0.29,254.03,0.08,35.32,0.04,882.91,0.27,0.12485242478424487
3,4,6,1,3,2,3,3,2,1,2,2,1,0.22689591648756524,0.22290451335584893,0.17267,1.74679,0.04002224669843728,3.708791208791209,0.0,1.0,67.79,0.39,200.39,0.21,92.77,0.51,195.27,0.35,0.0,1.0,34.34,0.36,0.0,1.0,346.01,0.56,348.66,0.49,25.11,0.14,230.8,1.0,179.06,0.19,0.12569983533286286,,
3,4,8,4,4,2,2,3,2,1,2,1,1,0.2186060792140006,0.21246545901136016,0.16536,1.75159,0.03830039483283972,3.8268156424581004,0.0,1.0,65.24,0.39,195.08,0.21,89.81,0.51,190.0,0.35,0.0,1.0,32.28,0.36,0.0,1.0,330.95,0.48,1526.48,0.42,0.32,0.15,1317.45,1.0,1906.57,1.0,1844.94,0.13,0.11363057324840764
1,3,8,2,2,2,3,2,2,2,2,2,1,0.25538971807628524,0.25839936121859836,0.22147,2.7484,0.04332485294170139,3.035632183908046,324.35,0.27,1231.16,0.24,2228.66,0.17,1191.6,0.39,2281.4,0.29,69.36,0.08,540.98,0.27,82.42,0.05,803.99,0.41,296.74,0.24,2108.71,0.06,1097.46,0.22,0.1793118304938385,,,,
3,4,3,1,1,2,4,2,2,1,2,1,1,0.18268345102855388,0.18237642001842186,0.19818,2.59932,0.039782152579239394,3.1541501976284585,52.41,0.28,215.59,0.25,466.27,0.17,242.72,0.39,465.12,0.31,9.26,0.09,89.55,0.28,51.86,0.05,310.39,0.48,248.44,0.23,1551.16,0.25,581.78,0.07,566.46,0.02,248.66,0.15,0.1507277961268432
1,2,3,3,1,1,3,4,2,2,2,2,1,0.16546895153860328,0.16718874761992505,0.18575,1.98429,0.04139039931338308,3.216710182767624,310.98,0.51,357.54,0.31,1051.38,0.26,1214.75,0.29,457.49,0.29,1971.54,0.21,1168.91,0.4,2048.54,0.33,102.06,0.14,410.74,0.34,503.3,0.08,415.84,0.04,1269.13,0.25,110.79,0.1,-0.032354607012927694
1,3,6,3,4,1,2,7,2,1,1,1,1,0.21178060315705424,0.21282476506357104,0.19618,1.99532,0.04363442111593632,3.1024868123587037,334.41,0.3,378.24,0.31,334.41,0.31,1417.89,0.3,555.07,0.3,2288.45,0.21,1391.78,0.4,2337.64,0.34,166.43,0.16,504.51,0.33,724.91,0.08,422.42,0.15,422.42,0.27,134.01,0.1,0.21196776517652138
1,1,5,3,3,1,4,6,2,1,1,1,1,0.24445672870216817,0.24445672870216817,0.19046,2.02312,0.042164250696341964,3.0275027502750276,2185.67,0.35,379.8,0.3,2185.67,0.3,1384.43,0.29,19527.37,0.29,2235.54,0.21,1381.4,0.4,2283.8,0.33,150.09,0.15,471.49,0.33,1572.22,0.09,386.87,0.15,386.87,0.27,134.2,0.1,0.15564783138689003
3,2,8,1,3,1,2,6,2,2,1,1,1,0.23979121891311023,0.2327295056800737,0.18091,1.90651,0.040844152397885115,3.1982905982905985,123.68,0.65,68.51,0.31,109.11,0.37,304.05,0.29,116.09,0.29,551.14,0.21,302.41,0.4,558.46,0.35,20.67,0.15,98.97,0.34,147.57,0.09,115.76,0.14,121.05,0.26,58.12,0.09,0.17463518194072558
2,3,3,2,5,1,1,2,2,1,1,1,1,0.23996723996723995,0.23996723996723995,0.19835,2.3064,0.0418594248235632,3.1460526315789474,16883.41,0.4,121.01,0.0,16883.41,0.35,324.32,0.0,33727.3,0.24,648.13,0.0,317.4,0.0,660.36,0.0,23.95,0.0,141.82,0.0,43159.56,0.07,48535.75,0.06,43557.03,0.18,43.35,0.0,0.1281008109060321
4,3,3,1,1,2,1,3,1,2,2,2,1,0.1902785463936543,0.1902785463936543,0.16925,0.92543,0.042256431432546204,4.917727717923604,142.2,0.0,575.82,0.0,1276.96,0.0,555.35,0.0,1329.46,0.0,66.91,0.0,306.46,0.0,67.98,0.0,44886.15,0.41,127831.98,0.25,1228.41,1.0,1228.41,0.22,0.13370099394782167,,,,
2,2,4,1,4,2,3,8,1,2,2,1,1,0.1816134316134316,0.17895167895167896,0.17916,1.94914,0.04015829012531416,3.5038834951456312,196.53,0.31,501.44,0.28,634.7,0.17,502.89,0.41,991.3,0.35,41.98,0.13,192.14,0.34,63.14,0.08,348.01,0.47,446.53,0.36,326.57,0.28,256.74,0.06,110.96,0.03,592.08,0.2,0.07700103964113926
3,4,4,2,5,1,1,6,2,2,1,2,1,0.197420939514891,0.197420939514891,0.19482,2.03561,0.04305036260018284,3.2109479305740987,121320.26,0.45,87.1,0.0,16519.59,0.4,407.98,0.0,24536.1,0.29,450.26,0.0,383.06,0.0,679.17,0.0,28.12,0.0,144.96,0.0,33627.81,0.09,79033.43,0.04,18733.67,0.24,59.66,0.0,0.06685597398844588
2,4,6,2,4,2,4,3,2,1,1,1,1,0.2024979524979525,0.20536445536445536,0.15469,1.70741,0.03605998300298816,3.8597122302158273,0.0,1.0,82.43,0.4,287.7,0.23,112.78,0.52,278.8,0.35,0.0,1.0,45.14,0.37,0.0,1.0,1374.94,0.47,176.6,0.36,2896.15,0.14,349.77,1.0,349.7,0.25,0.022300469483568074,,
3,4,9,2,4,1,3,6,2,2,1,2,1,0.210623272950568,0.2090881178999079,0.18697,1.95249,0.04189351717707693,3.2936096718480137,160.01,0.54,71.29,0.32,234.22,0.28,311.54,0.29,262.15,0.29,570.78,0.21,305.36,0.41,574.03,0.36,25.67,0.14,107.9,0.34,178.35,0.08,322.85,0.13,344.32,0.22,60.95,0.09,0.11000774427703706
4,3,1,2,4,2,5,7,1,2,1,2,1,0.214889244119662,0.21374743092030143,0.19439,0.97556,0.04859748191827675,3.88458927359131,240.76,0.31,903.22,0.29,1718.21,0.26,813.86,0.51,1762.34,0.71,119.27,0.18,416.23,1.0,85.43,0.09,147.25,0.33,10366.93,0.29,1462.18,0.07,165.7,0.24,0.15737364051664193,,,,
3,2,1,1,3,2,3,2,2,1,1,1,1,0.21597353497164462,0.21880907372400757,0.18986,2.50518,0.03873549687979568,3.1092233009708736,32.1,0.28,164.55,0.24,354.63,0.17,170.67,0.39,357.56,0.32,7.88,0.09,66.55,0.29,39.53,0.04,212.76,0.48,120.31,0.24,35.37,0.06,33.63,0.13,0.11693787108806872,,,,
3,3,9,4,2,2,1,7,1,2,2,2,1,0.25514276941971137,0.25514276941971137,0.16468,1.76507,0.03803549057897679,3.50501002004008,67.93,0.0,299.01,0.0,513.52,0.0,273.31,0.0,522.34,0.0,25.76,0.0,80.55,0.0,56.11,0.0,12146.57,0.41,18786.34,0.33,234.81,0.08,18.24,0.25,0.17547946908040507,,,,
4,1,2,3,3,1,4,1,2,1,1,2,1,0.2529053680132817,0.2535510053495665,0.19078,0.99954,0.047699862489546975,3.8147333699835073,2627.16,0.35,276.7,0.31,2627.16,0.33,1046.41,0.28,20106.97,0.28,1924.44,0.26,951.4,0.52,1984.55,0.71,105.9,0.16,483.1,1.0,949.12,0.08,192.22,0.14,192.22,0.26,95.26,0.09,0.14505215992790854
3,3,7,4,3,2,3,8,2,1,2,2,1,0.23457169174086584,0.23457169174086584,0.17956,1.93447,0.040355518687762076,3.279646017699115,59.75,0.31,280.39,0.29,540.66,0.21,267.3,0.41,541.45,0.36,23.2,0.14,96.81,0.34,55.91,0.08,58.1,0.36,302.82,0.29,93.49,0.08,258.94,0.21,0.10676261709566214,,,,
1,4,1,4,4,1,4,1,2,2,1,1,1,0.18819641170915957,0.19055712936732766,0.18285,1.98562,0.04073397920107199,3.251304696908872,9215.95,0.48,318.34,0.31,9215.95,0.48,1319.7,0.28,16746.29,0.28,2138.6,0.21,1216.61,0.41,2196.87,0.34,107.66,0.14,437.4,0.33,2293.93,0.08,2106.1,0.05,2105.4,0.18,131.72,0.1,0.16176669146766526
2,2,1,2,2,1,2,1,2,2,1,2,1,0.19561815336463223,0.19123630672926448,0.17329,1.93658,0.038927449060885834,3.311740890688259,145.83,0.44,123.24,0.31,145.83,0.42,361.81,0.28,145.83,0.28,613.98,0.22,342.41,0.4,631.94,0.35,24.9,0.13,119.98,0.34,145.83,0.09,145.83,0.05,145.83,0.17,46.41,0.09,0.16265416050140988
2,4,2,2,4,1,5,4,1,1,2,1,1,0.2024979524979525,0.1988124488124488,0.18584,1.99257,0.04136397269768583,3.1395007342143906,232.73,0.53,125.39,0.3,161.53,0.33,342.0,0.28,3145.88,0.28,578.27,0.21,330.48,0.39,593.04,0.34,28.05,0.14,117.22,0.33,595.0,0.08,498.46,0.15,136.28,0.24,49.46,0.09,0.15405619709818374
4,4,8,4,4,2,3,4,2,1,2,1,1,0.22366722007009776,0.2268031728463383,0.18443,0.9802,0.04610907197709225,3.8442622950819674,215.7,0.31,735.41,0.28,1466.49,0.26,702.54,0.51,1515.17,0.71,81.27,0.15,336.29,1.0,78.66,0.1,191.76,0.51,616.93,0.33,369.52,0.28,459.41,0.08,942.39,0.25,0.11040603731636714,,
