sampling,invalid_value,missing_value,floating_point,unit_converter,normalization,outlier,punctuation,stopword,lowercase,whitespace,model,outlier_bef_normalization_strat,outlier_bef_outlier_strat,profile_median,corr_OverallQual,ot_OverallQual,corr_YearBuilt,ot_YearBuilt,corr_YearRemodAdd,ot_YearRemodAdd,corr_ExterQual,ot_ExterQual,corr_BsmtQual,ot_BsmtQual,corr_TotalBsmtSF,ot_TotalBsmtSF,corr_1stFlrSF,ot_1stFlrSF,corr_GrLivArea,ot_GrLivArea,corr_FullBath,ot_FullBath,corr_KitchenQual,ot_KitchenQual,corr_TotRmsAbvGrd,ot_TotRmsAbvGrd,corr_Fireplaces,ot_Fireplaces,corr_GarageFinish,ot_GarageFinish,corr_GarageCars,ot_GarageCars,corr_GarageArea,ot_GarageArea,utility_rmse
2.0,2.0,3.0,1.0,2.0,5.0,7.0,1.0,1.0,2.0,2.0,1.0,0.1552511415525114,0.1552511415525114,151000.0,0.73,0.17,0.73,0.29,0.53,0.49,1380.49,0.35,1380.49,0.06,0.47,0.24,0.5,0.23,0.73,0.13,0.64,0.01,1380.49,0.02,0.52,0.23,0.4,0.04,1380.49,0.25,0.69,0.12,0.4,0.13,164.47655804807255
2.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,0.1598173515981735,0.1552511415525114,145000.0,0.73,0.16,0.73,0.31,0.54,0.61,1312.18,0.31,1312.18,0.02,0.4,0.28,0.42,0.31,0.72,0.15,0.63,0.01,1312.17,0.38,0.56,0.25,0.37,0.05,1312.18,0.24,0.64,0.15,0.42,0.33,156.86130033547946
1.0,3.0,2.0,4.0,2.0,4.0,3.0,1.0,2.0,1.0,2.0,1.0,0.1630136986301369,0.1630136986301369,151000.0,0.76,0.21,0.76,0.31,0.53,0.53,3727.32,0.32,3727.33,0.05,0.55,0.24,0.49,0.24,0.69,0.15,0.59,0.02,3727.32,0.03,0.53,0.14,0.45,0.07,3727.34,0.24,0.65,0.43,0.49,0.23,155.85932091909837
2.0,4.0,1.0,3.0,1.0,4.0,7.0,2.0,2.0,2.0,2.0,1.0,0.1835443037974683,0.1835443037974683,147000.0,0.72,0.17,0.72,0.29,0.51,0.56,1116.22,0.33,1116.23,0.05,0.43,0.18,0.43,0.26,0.75,0.23,0.66,0.02,1116.22,0.39,0.55,0.19,0.34,0.02,1116.23,0.21,0.68,0.11,0.43,0.25,161.78054052723573
2.0,2.0,7.0,3.0,2.0,3.0,7.0,1.0,1.0,1.0,2.0,1.0,0.1552511415525114,0.1552511415525114,153500.0,0.79,0.15,0.79,0.21,0.55,0.5,1176.27,0.38,1176.26,0.09,0.59,0.36,0.6,0.26,0.74,0.13,0.6,0.01,1176.28,0.05,0.58,0.14,0.45,0.52,1176.28,0.27,0.73,0.19,0.6,0.27,162.94477340807242
2.0,1.0,1.0,2.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,0.1534653465346534,0.1534653465346534,147000.0,0.8,0.22,0.8,0.28,0.58,0.62,969.33,0.0,969.33,0.0,0.54,0.3,0.52,0.32,0.67,0.16,0.59,0.01,969.33,0.0,0.56,0.27,0.45,0.53,969.34,0.0,0.72,0.19,0.52,0.32,161.47964970842722
2.0,2.0,1.0,3.0,1.0,1.0,8.0,2.0,2.0,2.0,1.0,1.0,0.1835443037974683,0.1835443037974683,146500.0,0.75,0.17,0.75,0.25,0.52,0.58,1340.59,0.0,1340.59,0.0,0.24,0.25,0.26,0.27,0.7,0.36,0.61,0.02,1340.59,0.0,0.57,0.22,0.45,0.05,1340.61,0.0,0.65,0.12,0.26,0.27,146.5505206908218
1.0,2.0,1.0,4.0,1.0,3.0,7.0,2.0,1.0,1.0,2.0,1.0,0.165983606557377,0.165983606557377,166075.0,0.82,0.23,0.82,0.25,0.55,0.62,2484.54,0.39,2484.52,0.08,0.65,0.24,0.63,0.22,0.75,0.16,0.61,0.01,2484.55,0.05,0.59,0.24,0.42,0.49,2484.52,0.24,0.71,0.43,0.63,0.23,163.5299766381653
1.0,2.0,3.0,3.0,1.0,4.0,3.0,2.0,1.0,1.0,1.0,1.0,0.1534246575342465,0.1520547945205479,155000.0,0.72,0.17,0.72,0.31,0.52,0.65,5049.9,0.33,5049.91,0.02,0.51,0.24,0.51,0.25,0.7,0.2,0.61,0.01,5049.9,0.02,0.53,0.26,0.44,0.07,5049.92,0.23,0.62,0.41,0.51,0.23,154.15031779680132
2.0,2.0,8.0,1.0,1.0,3.0,5.0,2.0,1.0,2.0,1.0,1.0,0.1461187214611872,0.1506849315068493,153500.0,0.81,0.3,0.04,0.2,0.58,0.62,1205.81,0.05,1205.8,0.09,0.58,0.21,0.55,0.31,0.73,0.14,0.66,1.0,1205.81,0.07,0.56,0.15,0.4,0.53,1205.81,0.24,0.74,0.19,0.31,0.18,160.0932433481774
1.0,4.0,6.0,4.0,2.0,2.0,6.0,2.0,2.0,1.0,2.0,1.0,0.1547945205479452,0.1630136986301369,167750.0,0.81,0.21,0.0,0.21,0.53,0.51,3771.02,0.04,3771.03,0.1,0.66,0.17,0.57,0.26,0.73,0.18,0.6,0.44,3771.02,0.06,0.53,0.16,0.44,0.51,3771.03,0.25,0.7,0.2,0.35,0.17,163.5971730308836
2.0,4.0,3.0,4.0,1.0,2.0,3.0,1.0,2.0,2.0,1.0,1.0,0.1552511415525114,0.1506849315068493,146500.0,0.7,0.15,0.7,0.29,0.55,0.56,1406.01,0.32,1406.01,0.02,0.38,0.28,0.42,0.34,0.73,0.2,0.64,0.01,1406.01,0.39,0.58,0.24,0.4,0.05,1406.02,0.24,0.66,0.11,0.42,0.34,156.97882032408782
2.0,4.0,8.0,4.0,2.0,1.0,8.0,2.0,2.0,2.0,1.0,1.0,0.1461187214611872,0.1461187214611872,149700.0,0.78,0.25,0.05,0.22,0.57,0.55,1439.38,0.0,1439.39,0.0,0.48,0.32,0.48,0.34,0.64,0.33,0.58,0.01,1439.39,0.0,0.48,0.27,0.42,0.05,1439.41,0.0,0.67,0.19,0.48,0.34,153.9004950619577
2.0,1.0,4.0,1.0,1.0,3.0,7.0,1.0,2.0,2.0,1.0,1.0,0.1552511415525114,0.1552511415525114,149000.0,0.75,0.22,0.57,0.36,0.58,0.67,1098.56,0.35,1098.55,0.1,0.37,0.26,0.56,0.3,0.68,0.13,0.59,0.01,1098.56,0.06,0.57,0.27,0.47,0.51,1098.56,0.57,0.71,0.18,0.56,0.29,164.3215053962663
2.0,2.0,2.0,4.0,2.0,1.0,8.0,2.0,2.0,1.0,2.0,1.0,0.1598173515981735,0.1598173515981735,150000.0,0.78,0.26,0.13,0.3,0.58,0.55,1404.37,0.0,1404.37,0.0,0.5,0.34,0.5,0.35,0.62,0.33,0.59,0.01,1404.37,0.0,0.5,0.27,0.42,0.05,1404.39,0.0,0.66,0.19,0.5,0.35,154.10927936780777
1.0,2.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,0.1520547945205479,0.1561643835616438,159000.0,0.75,0.2,0.75,0.3,0.53,0.61,5153.84,0.35,5153.85,0.07,0.56,0.16,0.48,0.27,0.7,0.26,0.62,0.01,5153.84,0.03,0.5,0.26,0.43,0.54,5153.85,0.22,0.66,0.13,0.3,0.15,158.04501272758316
2.0,2.0,2.0,3.0,1.0,5.0,3.0,2.0,2.0,1.0,1.0,1.0,0.1598173515981735,0.1506849315068493,145000.0,0.73,0.16,0.73,0.28,0.54,0.61,1312.16,0.31,1312.17,0.02,0.4,0.28,0.42,0.31,0.72,0.15,0.63,0.01,1312.16,0.38,0.56,0.25,0.37,0.05,1312.17,0.24,0.64,0.15,0.42,0.31,156.855847114748
2.0,2.0,8.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.1461187214611872,0.1461187214611872,148000.0,0.74,0.23,-0.02,0.15,0.55,0.6,1624.25,0.0,1624.25,0.0,0.39,0.23,0.41,0.33,0.71,0.3,0.68,0.01,1624.25,0.0,0.51,0.25,0.4,0.03,1624.28,0.0,0.68,0.17,0.3,0.16,156.72099999103978
2.0,1.0,8.0,3.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,0.1415525114155251,0.1415525114155251,144750.0,0.71,0.18,0.71,0.28,0.54,0.59,1249.16,0.29,1249.16,0.01,0.36,0.26,0.37,0.29,0.72,0.15,0.61,0.01,1249.16,0.37,0.53,0.24,0.42,0.06,1249.16,0.53,0.65,0.12,0.37,0.29,153.57188826188593
2.0,4.0,9.0,4.0,1.0,5.0,8.0,2.0,1.0,1.0,2.0,1.0,0.1598173515981735,0.1506849315068493,149000.0,0.74,0.23,0.12,0.26,0.54,0.55,1432.37,0.34,1432.37,0.06,0.44,0.23,0.46,0.29,0.76,0.19,0.65,0.01,1432.37,0.02,0.57,0.26,0.42,0.03,1432.37,0.23,0.7,0.17,0.33,0.14,161.95745352734104
2.0,3.0,8.0,4.0,2.0,3.0,3.0,2.0,1.0,1.0,2.0,1.0,0.1415525114155251,0.1415525114155251,144750.0,0.71,0.18,0.71,0.27,0.54,0.59,1249.17,0.29,1249.15,0.01,0.36,0.26,0.37,0.29,0.72,0.15,0.61,0.01,1249.17,0.37,0.53,0.24,0.42,0.06,1249.17,0.53,0.65,0.12,0.37,0.31,153.57188826679229
2.0,2.0,7.0,4.0,2.0,1.0,6.0,1.0,2.0,1.0,2.0,1.0,0.1552511415525114,0.1552511415525114,153575.0,0.81,0.17,0.05,0.17,0.59,0.56,1265.07,0.0,1265.07,0.0,0.51,0.33,0.46,0.37,0.71,0.26,0.63,0.01,1265.07,0.0,0.54,0.26,0.46,0.54,1265.09,0.0,0.68,0.21,0.23,0.25,161.15182545537718
1.0,2.0,6.0,3.0,1.0,4.0,2.0,1.0,2.0,2.0,1.0,1.0,0.1547945205479452,0.1520547945205479,159250.0,0.76,0.15,0.0,0.18,0.54,0.59,4904.48,0.36,4904.5,0.07,0.58,0.25,0.51,0.26,0.72,0.22,0.6,0.01,4904.49,0.02,0.54,0.15,0.43,0.05,4904.51,0.23,0.65,0.17,0.32,0.17,158.72245907037984
2.0,1.0,4.0,3.0,2.0,3.0,7.0,1.0,1.0,1.0,2.0,1.0,0.1552511415525114,0.1552511415525114,149000.0,0.75,0.22,0.57,0.35,0.58,0.67,1098.56,0.35,1098.55,0.1,0.37,0.26,0.56,0.3,0.68,0.13,0.59,0.01,1098.56,0.06,0.57,0.27,0.47,0.51,1098.56,0.57,0.71,0.18,0.56,0.3,164.32972741683878
2.0,2.0,8.0,3.0,1.0,2.0,6.0,2.0,1.0,1.0,1.0,1.0,0.1461187214611872,0.1461187214611872,153575.0,0.8,0.27,0.02,0.18,0.57,0.51,1135.76,0.38,1135.77,0.09,0.6,0.23,0.59,0.27,0.75,0.24,0.64,0.01,1135.76,0.06,0.58,0.15,0.43,0.51,1135.77,0.26,0.74,0.21,0.54,0.15,163.08297642841538
2.0,4.0,3.0,1.0,1.0,1.0,5.0,2.0,2.0,2.0,1.0,1.0,0.1552511415525114,0.1552511415525114,151000.0,0.8,0.2,0.8,0.3,0.59,0.61,1208.31,0.0,1208.32,0.0,0.51,0.28,0.47,0.35,0.73,0.28,0.61,0.02,1208.32,0.0,0.56,0.25,0.47,0.04,1208.33,0.0,0.68,0.15,0.25,0.19,162.5676672103334
1.0,2.0,3.0,4.0,1.0,1.0,7.0,2.0,1.0,1.0,2.0,1.0,0.1534246575342465,0.1534246575342465,165075.0,0.78,0.22,-0.03,0.19,0.54,0.55,4000.2,0.0,4000.21,0.0,0.61,0.16,0.57,0.22,0.71,0.33,0.58,0.02,4000.2,0.0,0.51,0.14,0.46,0.08,4000.25,0.0,0.64,0.42,0.29,0.18,163.94163045746117
2.0,4.0,4.0,1.0,1.0,3.0,5.0,2.0,2.0,2.0,1.0,1.0,0.1552511415525114,0.1552511415525114,151000.0,0.76,0.18,0.05,0.27,0.59,0.62,1198.16,0.34,1198.14,0.1,0.57,0.26,0.5,0.33,0.7,0.14,0.61,0.01,1198.16,0.07,0.54,0.2,0.43,0.53,1198.16,0.25,0.7,0.14,0.21,0.18,160.65427632150204
1.0,2.0,8.0,1.0,1.0,4.0,2.0,2.0,1.0,2.0,1.0,1.0,0.1520547945205479,0.1534246575342465,159500.0,0.76,0.28,0.04,0.17,0.53,0.57,5219.96,0.35,5219.98,0.07,0.57,0.15,0.51,0.29,0.72,0.25,0.62,0.01,5219.96,0.02,0.53,0.16,0.42,0.06,5219.99,0.22,0.66,0.17,0.3,0.17,156.8619544572343
1.0,2.0,3.0,1.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,1.0,0.1561643835616438,0.1547945205479452,159975.0,0.73,0.18,0.73,0.27,0.53,0.63,5076.09,0.36,5076.1,0.07,0.56,0.15,0.53,0.25,0.71,0.26,0.61,0.01,5076.09,0.02,0.52,0.24,0.43,0.05,5076.11,0.22,0.64,0.12,0.29,0.16,158.3344114017305
2.0,4.0,1.0,3.0,2.0,4.0,7.0,1.0,2.0,2.0,2.0,1.0,0.1835443037974683,0.1835443037974683,147000.0,0.72,0.17,0.72,0.29,0.51,0.56,1116.22,0.33,1116.23,0.05,0.43,0.18,0.43,0.26,0.75,0.23,0.66,0.02,1116.22,0.39,0.55,0.19,0.34,0.02,1116.23,0.21,0.68,0.11,0.43,0.25,161.78054052723573
1.0,4.0,2.0,2.0,2.0,5.0,2.0,2.0,1.0,1.0,2.0,1.0,0.1465753424657534,0.1465753424657534,159250.0,0.75,0.28,0.04,0.29,0.54,0.55,5006.23,0.36,5006.24,0.07,0.57,0.17,0.54,0.23,0.71,0.25,0.61,0.01,5006.23,0.02,0.52,0.16,0.44,0.05,5006.25,0.21,0.65,0.17,0.32,0.14,157.88467056792032
2.0,2.0,6.0,2.0,1.0,3.0,3.0,2.0,1.0,1.0,2.0,1.0,0.1506849315068493,0.1552511415525114,147000.0,0.73,0.2,0.73,0.2,0.55,0.56,1433.99,0.32,1433.97,0.02,0.4,0.25,0.41,0.32,0.75,0.2,0.63,0.01,1433.99,0.02,0.54,0.26,0.39,0.05,1433.99,0.24,0.68,0.15,0.41,0.32,153.80343155271214
2.0,2.0,7.0,3.0,1.0,2.0,5.0,1.0,1.0,1.0,2.0,1.0,0.1552511415525114,0.1552511415525114,151000.0,0.8,0.27,0.04,0.14,0.57,0.54,1167.14,0.37,1167.14,0.09,0.62,0.22,0.61,0.29,0.74,0.18,0.65,1.0,1167.14,0.05,0.59,0.14,0.41,0.52,1167.14,0.25,0.73,0.19,0.47,0.18,160.79672110292086
1.0,4.0,4.0,3.0,2.0,2.0,8.0,1.0,1.0,2.0,2.0,1.0,0.1671232876712328,0.1657534246575342,165000.0,0.74,0.19,0.01,0.29,0.5,0.62,3817.55,0.38,3817.55,0.09,0.63,0.2,0.63,0.2,0.7,0.19,0.58,0.01,3817.55,0.04,0.54,0.26,0.44,0.52,3817.56,0.24,0.68,0.4,0.54,0.14,164.21901016718962
2.0,2.0,1.0,1.0,1.0,2.0,8.0,1.0,2.0,1.0,1.0,1.0,0.1835443037974683,0.189873417721519,147500.0,0.74,0.16,0.74,0.29,0.54,0.52,1190.36,0.33,1190.37,0.03,0.35,0.25,0.38,0.29,0.77,0.28,0.64,0.02,1190.36,0.01,0.55,0.2,0.4,0.04,1190.37,0.21,0.69,0.1,0.38,0.29,151.41770046928704
1.0,3.0,3.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,0.1534246575342465,0.1534246575342465,151250.0,0.72,0.18,0.72,0.31,0.52,0.51,4332.98,0.32,4332.94,0.05,0.54,0.22,0.49,0.28,0.69,0.18,0.6,0.01,4332.94,0.03,0.52,0.27,0.46,0.07,4332.94,0.23,0.63,0.43,0.49,0.24,155.4218518683381
2.0,2.0,1.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,0.1835443037974683,0.1835443037974683,147000.0,0.72,0.17,0.72,0.33,0.52,0.57,1105.81,0.0,1105.81,0.0,0.42,0.15,0.41,0.29,0.75,0.2,0.68,1.0,1105.81,0.0,0.61,0.21,0.37,0.02,1105.82,0.0,0.66,0.13,0.41,0.29,160.88942211160435
1.0,3.0,4.0,3.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,0.1506849315068493,0.1506849315068493,151000.0,0.76,0.2,0.76,0.35,0.53,0.55,3764.5,0.32,3764.5,0.05,0.54,0.21,0.49,0.29,0.69,0.19,0.59,0.02,3764.5,0.03,0.52,0.14,0.45,0.07,3764.5,0.24,0.65,0.43,0.49,0.26,155.76573634556337
2.0,4.0,5.0,1.0,1.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,0.1506849315068493,0.1552511415525114,148000.0,0.71,0.17,0.71,0.35,0.57,0.59,1531.47,0.33,1531.47,0.06,0.45,0.23,0.42,0.37,0.75,0.2,0.66,0.01,1531.47,0.02,0.52,0.25,0.43,0.03,1531.47,0.23,0.66,0.13,0.3,0.19,155.93265100829592
2.0,4.0,2.0,4.0,2.0,5.0,8.0,1.0,2.0,2.0,1.0,1.0,0.1598173515981735,0.1506849315068493,149000.0,0.71,0.45,0.16,0.32,0.54,0.55,1456.75,0.34,1456.75,0.06,0.43,0.21,0.46,0.25,0.74,0.18,0.65,0.01,1456.75,0.01,0.54,0.26,0.41,0.03,1456.76,0.23,0.67,0.17,0.33,0.14,162.76123989736897
1.0,4.0,5.0,2.0,1.0,5.0,3.0,1.0,2.0,2.0,1.0,1.0,0.1520547945205479,0.1547945205479452,154000.0,0.74,0.2,0.74,0.34,0.52,0.63,4945.97,0.33,4945.98,0.05,0.53,0.22,0.49,0.26,0.71,0.21,0.59,0.01,4945.97,0.03,0.51,0.27,0.44,0.06,4945.99,0.23,0.63,0.13,0.49,0.25,155.5611254716865
2.0,2.0,7.0,1.0,2.0,4.0,2.0,1.0,2.0,1.0,1.0,1.0,0.1552511415525114,0.1415525114155251,148000.0,0.73,0.22,0.03,0.18,0.55,0.57,1614.74,0.33,1614.75,0.06,0.41,0.25,0.4,0.35,0.71,0.27,0.67,0.01,1614.74,0.02,0.5,0.25,0.41,0.03,1614.75,0.22,0.68,0.15,0.27,0.17,156.8877849893077
2.0,2.0,8.0,3.0,2.0,5.0,2.0,1.0,2.0,1.0,1.0,1.0,0.1461187214611872,0.1415525114155251,148000.0,0.73,0.22,0.06,0.22,0.55,0.59,1615.3,0.32,1615.3,0.07,0.39,0.25,0.4,0.28,0.71,0.32,0.66,0.01,1615.3,0.01,0.49,0.26,0.41,0.03,1615.31,0.23,0.67,0.16,0.29,0.17,157.08433206811773
2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,0.1835443037974683,0.189873417721519,147000.0,0.72,0.17,0.72,0.31,0.52,0.57,1105.84,0.33,1105.84,0.04,0.42,0.15,0.41,0.29,0.75,0.2,0.68,1.0,1105.84,0.01,0.61,0.21,0.37,0.02,1105.84,0.24,0.66,0.13,0.41,0.27,160.87478016986006
2.0,1.0,5.0,2.0,1.0,3.0,7.0,1.0,1.0,1.0,1.0,1.0,0.1506849315068493,0.1506849315068493,148000.0,0.79,0.22,0.79,0.32,0.58,0.63,1099.57,0.35,1099.56,0.11,0.43,0.26,0.55,0.31,0.67,0.14,0.58,0.01,1099.57,0.06,0.55,0.27,0.47,0.53,1099.57,0.56,0.72,0.17,0.55,0.31,164.17814179940672
2.0,2.0,4.0,1.0,1.0,5.0,4.0,2.0,1.0,1.0,2.0,1.0,0.1552511415525114,0.1598173515981735,148000.0,0.78,0.21,0.05,0.29,0.58,0.66,1057.06,0.06,1057.06,0.12,0.57,0.29,0.54,0.3,0.73,0.16,0.62,0.02,1057.06,0.1,0.63,0.27,0.5,0.52,1057.06,0.54,0.7,0.17,0.28,0.17,164.45223518669022
1.0,1.0,3.0,1.0,1.0,4.0,3.0,2.0,2.0,2.0,2.0,1.0,0.1534246575342465,0.1534246575342465,151250.0,0.72,0.18,0.72,0.31,0.52,0.51,4332.92,0.32,4332.93,0.05,0.54,0.22,0.49,0.28,0.69,0.18,0.6,0.01,4332.92,0.03,0.52,0.27,0.46,0.07,4332.94,0.23,0.63,0.43,0.49,0.22,155.4218518770294
1.0,4.0,2.0,4.0,1.0,5.0,2.0,1.0,2.0,1.0,1.0,1.0,0.1506849315068493,0.1534246575342465,159250.0,0.75,0.28,0.04,0.29,0.54,0.55,5006.23,0.36,5006.24,0.07,0.57,0.17,0.54,0.23,0.71,0.25,0.61,0.01,5006.23,0.02,0.52,0.16,0.44,0.05,5006.25,0.21,0.65,0.17,0.32,0.16,157.88467056269644
1.0,2.0,4.0,3.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,0.1671232876712328,0.1671232876712328,157700.0,0.72,0.18,0.46,0.35,0.54,0.52,5164.92,0.0,5164.93,0.0,0.46,0.22,0.52,0.21,0.67,0.22,0.61,0.01,5164.93,0.0,0.52,0.24,0.44,0.05,5165.0,0.0,0.62,0.12,0.3,0.14,158.52592143173612
2.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,1.0,1.0,2.0,1.0,0.1598173515981735,0.1552511415525114,145000.0,0.73,0.16,0.73,0.31,0.54,0.61,1312.18,0.31,1312.18,0.02,0.4,0.28,0.42,0.31,0.72,0.15,0.63,0.01,1312.17,0.38,0.56,0.25,0.37,0.05,1312.18,0.24,0.64,0.15,0.42,0.33,156.86130033547946
1.0,4.0,3.0,3.0,1.0,5.0,3.0,2.0,1.0,2.0,1.0,1.0,0.1534246575342465,0.1520547945205479,155000.0,0.72,0.17,0.72,0.32,0.52,0.65,5049.9,0.33,5049.91,0.02,0.51,0.24,0.51,0.25,0.7,0.2,0.61,0.01,5049.9,0.02,0.53,0.26,0.44,0.07,5049.92,0.23,0.62,0.41,0.51,0.29,154.1503177881823
1.0,1.0,7.0,1.0,1.0,3.0,3.0,1.0,2.0,2.0,2.0,1.0,0.1561643835616438,0.1547945205479452,150500.0,0.76,0.25,0.76,0.2,0.51,0.66,4108.48,0.31,4108.44,0.05,0.54,0.24,0.49,0.28,0.69,0.16,0.59,0.01,4108.44,0.03,0.53,0.26,0.46,0.07,4108.44,0.23,0.65,0.14,0.49,0.24,154.76324730637296
1.0,3.0,1.0,3.0,1.0,5.0,3.0,1.0,1.0,1.0,1.0,1.0,0.1659056316590563,0.167427701674277,151000.0,0.76,0.2,0.76,0.33,0.52,0.66,3805.55,0.31,3805.56,0.05,0.53,0.21,0.48,0.2,0.69,0.17,0.59,0.02,3805.55,0.03,0.52,0.14,0.45,0.07,3805.57,0.24,0.64,0.43,0.48,0.21,156.42338549174983
2.0,2.0,4.0,4.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.1552511415525114,0.1506849315068493,148000.0,0.69,0.35,0.49,0.36,0.56,0.57,1596.17,0.33,1596.18,0.06,0.3,0.25,0.4,0.25,0.69,0.27,0.65,0.01,1596.17,0.39,0.5,0.23,0.41,0.03,1596.18,0.22,0.67,0.11,0.26,0.17,160.9930351718775
1.0,4.0,1.0,4.0,2.0,1.0,7.0,1.0,1.0,2.0,1.0,1.0,0.165983606557377,0.165983606557377,168000.0,0.81,0.1,0.81,0.23,0.55,0.64,2666.73,0.0,2666.74,0.0,0.56,0.26,0.58,0.35,0.74,0.26,0.62,0.03,2666.74,0.0,0.56,0.15,0.45,0.08,2666.77,0.0,0.67,0.18,0.58,0.35,163.8713459956061
1.0,2.0,5.0,3.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,0.1506849315068493,0.1506849315068493,159725.0,0.75,0.2,0.75,0.31,0.53,0.52,5033.09,0.36,5033.04,0.07,0.57,0.22,0.51,0.27,0.71,0.24,0.62,0.01,5033.04,0.02,0.52,0.26,0.43,0.05,5033.05,0.22,0.65,0.13,0.33,0.14,158.4409216455291
2.0,4.0,9.0,3.0,2.0,1.0,7.0,2.0,1.0,1.0,2.0,1.0,0.1598173515981735,0.1598173515981735,151500.0,0.79,0.26,0.09,0.18,0.6,0.55,1401.96,0.0,1401.96,0.0,0.49,0.34,0.5,0.34,0.66,0.23,0.62,0.01,1401.96,0.0,0.52,0.27,0.42,0.53,1401.98,0.0,0.68,0.21,0.5,0.34,153.5202286945132
1.0,4.0,3.0,1.0,1.0,5.0,3.0,2.0,2.0,1.0,2.0,1.0,0.1561643835616438,0.1561643835616438,155000.0,0.72,0.17,0.72,0.3,0.52,0.65,5049.9,0.33,5049.91,0.02,0.51,0.24,0.51,0.25,0.7,0.2,0.61,0.01,5049.9,0.02,0.53,0.26,0.44,0.07,5049.92,0.23,0.62,0.41,0.51,0.29,154.15249835814316
2.0,2.0,1.0,1.0,1.0,5.0,3.0,1.0,1.0,1.0,1.0,1.0,0.1835443037974683,0.1835443037974683,145000.0,0.72,0.17,0.72,0.28,0.51,0.65,1215.7,0.3,1215.7,0.02,0.34,0.25,0.34,0.31,0.73,0.15,0.6,0.02,1215.7,0.38,0.56,0.23,0.42,0.05,1215.71,0.23,0.67,0.11,0.34,0.3,154.47324656911374
2.0,4.0,4.0,4.0,1.0,1.0,8.0,2.0,1.0,2.0,1.0,1.0,0.1552511415525114,0.1552511415525114,151000.0,0.76,0.2,0.59,0.34,0.6,0.63,1208.43,0.0,1208.43,0.0,0.56,0.24,0.56,0.31,0.64,0.3,0.59,0.01,1208.43,0.0,0.54,0.25,0.45,0.54,1208.44,0.0,0.68,0.17,0.56,0.31,160.3130738661425
2.0,4.0,1.0,1.0,1.0,4.0,3.0,1.0,1.0,2.0,1.0,1.0,0.1835443037974683,0.1835443037974683,145000.0,0.71,0.16,0.71,0.33,0.5,0.65,1241.57,0.29,1241.58,0.02,0.31,0.28,0.33,0.31,0.72,0.12,0.6,0.02,1241.57,0.37,0.55,0.22,0.44,0.05,1241.58,0.23,0.66,0.11,0.33,0.29,154.6767276583308
2.0,4.0,5.0,3.0,1.0,1.0,8.0,1.0,1.0,2.0,1.0,1.0,0.1506849315068493,0.1506849315068493,150000.0,0.77,0.19,0.77,0.27,0.58,0.56,1386.79,0.0,1386.8,0.0,0.51,0.36,0.5,0.34,0.67,0.33,0.59,0.01,1386.79,0.0,0.52,0.26,0.42,0.05,1386.81,0.0,0.68,0.15,0.5,0.34,153.40568945561176
1.0,1.0,5.0,2.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,0.173972602739726,0.1712328767123287,151500.0,0.75,0.21,0.75,0.33,0.52,0.66,4213.16,0.31,4213.15,0.05,0.54,0.24,0.49,0.24,0.7,0.17,0.6,0.01,4213.15,0.03,0.52,0.26,0.46,0.07,4213.16,0.24,0.64,0.14,0.49,0.23,155.68467506770938
2.0,3.0,3.0,3.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,1.0,0.1461187214611872,0.1461187214611872,148000.0,0.79,0.21,0.79,0.28,0.59,0.62,1076.03,0.0,1076.03,0.0,0.53,0.29,0.51,0.32,0.68,0.19,0.6,0.01,1076.03,0.0,0.56,0.27,0.46,0.53,1076.04,0.0,0.72,0.18,0.51,0.32,160.3010594489473
2.0,4.0,8.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,0.1461187214611872,0.1461187214611872,147000.0,0.73,0.17,0.73,0.28,0.53,0.67,1349.31,0.31,1349.31,0.02,0.38,0.3,0.42,0.31,0.73,0.17,0.62,0.01,1349.31,0.38,0.54,0.26,0.39,0.05,1349.31,0.23,0.67,0.15,0.42,0.31,157.11852385768222
1.0,2.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,2.0,2.0,1.0,0.1534246575342465,0.1547945205479452,155000.0,0.72,0.17,0.72,0.31,0.52,0.65,5049.97,0.33,5049.92,0.02,0.51,0.24,0.51,0.25,0.7,0.2,0.61,0.01,5049.92,0.02,0.53,0.26,0.44,0.07,5049.93,0.23,0.62,0.41,0.51,0.23,154.15031779246425
