Age,Workclass,fnlwgt,Education,Education_Num,Martial_Status,Occupation,Relationship,Race,Sex,Capital_Gain,Capital_Loss,Hours_per_week,Country,income
41,0,339682,4,3,2,0,0,4,1,0,0,7.3655962488453924e-06,25,0
36,4,182074,11,9,4,1,2,4,1,0,0,8.060731986472123e-06,38,0
30,4,248588,2,8,0,8,1,4,0,0,0,-4.044759933154657e-07,38,0
44,4,187584,11,9,,11,0,4,1,999,0,4.414509838846031e-06,2,0
36,4,46706,11,9,4,8,3,4,1,0,0,8.762325733472291e-06,38,0
42,4,190290,7,12,,10,0,4,1,0,0,1.0120888768253984e-06,38,1
48,6,247294,11,9,2,3,0,4,1,999,0,1.3936106839924257e-05,28,1
-999,4,117779,9,13,4,10,3,4,1,0,0,-1.0237926962416987e-05,38,0
38,4,121602,11,9,2,7,0,4,1,0,0,-3.4867022805011676e-06,38,1
31,4,451744,11,9,4,3,1,4,1,0,0,-4.677421680476099e-06,38,0
32,4,107793,11,9,0,8,3,4,1,2174,0,6.472380940295087e-06,38,0
35,4,339772,11,9,2,6,0,2,1,0,0,-1.4341413293260777e-05,38,0
21,4,185582,15,10,4,12,3,4,1,0,0,1.4479746071145513e-05,38,0
26,4,260614,11,9,2,7,0,4,1,0,0,5.6177438049505265e-06,38,0
19,2,53220,11,9,4,1,3,2,0,0,0,1.7502944726179715e-05,38,0
43,4,213844,11,9,1,3,5,2,0,0,0,-4.057121338471843e-07,38,1
33,4,213226,11,9,2,3,0,4,1,0,0,-5.503192989837564e-06,38,0
30,4,58582,9,13,4,3,3,4,1,0,0,6.57106089760963e-06,38,0
52,4,193116,0,6,2,14,0,4,1,0,0,1.030565077914274e-05,38,1
38,2,201410,9,13,2,4,0,4,1,0,0,-7.14420840471543e-06,38,1
28,4,190525,9,13,2,4,0,4,1,0,0,-1.9975965075836538e-05,38,1
-999,6,138285,7,12,2,8,0,4,1,0,0,-1.8262653918942753e-05,19,0
51,4,111939,9,13,2,10,0,4,1,0,0,2.613849258469806e-06,38,1
50,4,109277,6,5,2,7,0,4,1,0,0,1.5401893878724217e-05,38,0
32,4,331539,9,13,2,4,0,1,1,0,0,-1.3008386660580132e-05,3,1
32,4,396745,9,13,2,10,0,4,1,0,2415,2414.9999972763367,38,1
37,4,126675,11,9,2,3,0,4,1,0,0,-3.4844955223194084e-06,38,0
69,6,349022,11,9,,12,0,4,1,0,0,1.9205320672248504e-05,38,0
33,0,98145,15,10,,0,4,0,1,0,0,2.2586957530874117e-05,38,0
37,4,234901,15,10,,12,0,4,1,0,0,4.244526882825988e-06,11,0
36,4,100681,15,10,,1,1,4,1,2463,0,8.980003669214833e-06,38,1
47,6,265097,11,9,2,14,0,4,1,0,0,8.701989943165302e-06,38,1
63,4,237379,0,6,2,14,0,4,1,0,0,-1.2803215696356757e-05,38,0
21,4,44793,15,10,4,1,1,4,1,0,0,6.985230154358658e-06,38,0
17,4,270942,11,9,,8,2,4,1,0,0,-1.0196064713000912e-05,25,1
56,4,193622,11,9,5,3,4,4,1,0,0,-1.7153582897661647e-06,38,0
90,2,187749,7,12,2,1,0,1,1,0,0,1.1397370450831313e-05,29,0
27,4,160178,15,10,0,1,1,4,0,0,0,8.093332580685559e-07,38,0
38,4,680390,11,9,0,1,4,4,0,0,0,1.1024964410603724e-05,38,0
33,4,96245,7,12,2,10,0,4,1,999,0,1.299263441988566e-05,38,1
26,4,34803,11,9,4,4,1,4,0,999,0,-1.756933695329195e-05,38,0
20,4,170091,15,10,4,8,3,4,0,0,0,-2.1776975628806293e-05,38,0
42,4,231813,1,7,2,14,0,4,1,0,0,1.1620924548311167e-05,38,0
55,4,23789,11,9,0,4,1,4,0,0,0,1.2024073699662012e-05,38,0
32,7,438711,15,10,,10,5,2,0,0,0,2.565946163030602e-06,38,0
66,4,169804,9,13,2,12,0,4,1,20051,0,3.9221601693713114e-06,38,1
66,2,376506,10,16,0,10,1,4,0,3273,0,8.930476980827568e-06,38,0
49,4,28791,15,10,0,8,1,4,0,0,0,8.744089113518571e-06,38,0
34,4,162814,11,9,,11,1,2,1,0,0,-3.041839825920584e-06,38,0
38,4,58108,9,13,2,4,0,4,1,0,0,9.558502353395431e-06,38,1
40,5,102226,11,9,2,4,0,4,1,0,0,-3.464731480872207e-06,38,0
22,1,209131,7,12,4,8,3,4,1,0,0,2.435511008315945e-06,38,0
-999,6,157117,11,9,2,14,0,4,1,0,0,2.0002245551464987e-06,38,0
29,4,172865,11,9,2,7,0,4,1,999,0,-8.594390986237331e-06,38,0
19,4,29798,2,8,4,6,3,0,1,0,0,-7.429872862089924e-06,38,0
71,0,229424,11,9,6,0,1,4,0,0,0,2.2341088767814973e-05,38,0
37,2,80680,9,13,0,10,4,4,0,1151,0,-8.918857527742468e-06,38,0
52,2,238959,12,14,4,10,1,4,1,0,0,3.6995926665553715e-06,38,0
27,4,189462,12,14,4,1,1,4,0,0,0,5.797991764666073e-06,38,0
52,4,139347,11,9,2,14,5,4,0,0,0,-5.421629128189961e-07,38,0
31,4,188108,11,9,4,3,3,4,1,4101,0,6.714899353631556e-06,38,1
37,5,111128,15,10,2,3,0,4,1,0,0,3.289832660726824e-06,38,1
28,4,81540,11,9,4,6,1,4,1,999,0,-8.702515481173752e-06,38,0
25,4,257562,5,4,2,3,0,4,1,999,0,5.3681729413858274e-06,25,0
-999,4,59496,15,10,2,1,0,4,1,0,0,-5.447064227443507e-06,38,0
29,4,29974,11,9,2,3,0,4,1,999,0,1.7406691833348255e-05,38,0
45,4,102597,11,9,6,1,4,4,0,999,0,4.291252772170845e-06,38,0
69,4,41419,5,4,2,8,0,4,1,0,0,-7.001535260852531e-06,38,0
50,4,118565,1,7,,7,0,2,1,0,0,3.422895539486438e-06,38,0
54,7,312897,10,16,2,10,0,4,1,0,0,-9.248544389096204e-06,9,0
17,4,166290,6,5,4,8,3,4,0,0,0,2.5777907999359213e-06,38,0
34,4,160261,11,9,4,13,3,1,1,14084,0,-2.2569778966651047e-06,3,1
32,6,116834,11,9,2,8,5,4,0,0,0,-8.268711683934579e-06,0,1
23,4,203076,15,10,4,7,3,4,1,0,0,-8.39441394536978e-06,38,0
-999,4,201197,9,13,2,10,0,4,1,0,0,2.4349342581630846e-05,38,1
-999,4,273803,11,9,2,3,0,4,1,0,0,9.139228170168795e-07,38,0
-999,4,156797,15,10,0,7,1,4,0,0,0,-4.317391646291971e-06,38,0
-999,4,283896,11,9,4,6,1,4,1,999,0,-6.04918599741848e-06,38,0
30,4,149368,11,9,0,12,4,4,1,1151,0,4.711661029025845e-06,38,0
49,4,156926,8,11,0,4,1,4,1,0,0,-6.3849603455326e-06,38,1
-999,0,163911,15,10,,0,3,4,0,999,0,-1.0946179668937482e-05,38,1
56,5,165881,11,9,2,12,0,4,1,0,0,-3.24143969042345e-07,38,1
25,4,86872,11,9,2,12,0,4,1,0,0,-3.996908915133395e-07,38,0
49,4,167523,9,13,,11,1,4,1,0,0,-4.170349782264292e-06,38,0
58,4,154950,9,13,2,13,0,4,1,0,0,-8.912922794396567e-06,38,1
40,1,171231,9,13,,1,1,4,1,0,0,-3.909716008034942e-06,32,0
62,4,244933,12,14,,10,1,4,0,0,0,-4.696373643153294e-06,38,0
54,4,256908,9,13,2,13,0,4,1,999,0,-6.083641757329005e-06,38,1
34,6,33442,8,11,4,8,2,4,0,999,0,2.765000682386973e-06,38,0
18,4,126142,0,6,4,3,3,4,1,0,0,2.2262279829742356e-05,38,1
28,0,268222,1,7,4,0,1,2,0,0,0,1.3317651703373653e-05,38,0
32,4,167106,11,9,2,12,0,1,1,0,0,1.941919469288514e-05,16,0
22,2,50065,9,13,4,10,1,4,0,0,0,-5.676913090340408e-06,38,0
34,7,252529,9,13,4,10,1,4,1,0,0,1.674688237471191e-05,38,0
53,0,199665,9,13,2,0,0,4,1,999,0,2.2727581636916706e-06,38,0
47,4,343579,11,9,2,8,0,4,1,0,0,9.863634917197626e-06,25,1
19,4,190817,15,10,4,12,3,4,0,0,0,4.577039580481548e-06,38,0
41,5,151089,15,10,2,4,0,4,1,0,2415,2414.999996567328,38,1
46,4,186820,15,10,2,8,5,4,0,999,0,7.194976186060447e-06,38,0
56,6,210731,5,4,0,12,2,4,1,0,0,4.8493055361847574e-06,25,0
42,4,123816,11,9,0,7,1,2,0,0,0,-1.7681864994128956e-05,38,1
25,4,77071,9,13,4,10,3,4,0,0,2339,2338.9999987587576,38,1
42,4,115085,11,9,2,1,0,4,1,0,0,8.724041865782796e-06,38,0
43,4,170525,9,13,,10,1,4,0,14344,0,2.7742161319388803e-06,38,1
17,4,209949,1,7,4,12,3,4,0,0,1602,1602.0000046947098,38,0
57,6,34297,5,4,2,3,0,4,1,0,0,-7.51423827144949e-06,38,1
40,4,180985,12,14,2,4,0,4,1,0,0,2.562106064046811e-06,38,1
62,2,33365,11,9,,8,1,4,0,0,0,-9.63426111909388e-07,2,0
20,4,197752,15,10,4,1,3,4,1,999,0,-2.034532346031078e-06,38,0
-999,4,180551,15,10,2,14,0,4,1,0,0,-6.792564280333756e-06,38,0
40,4,77975,15,10,2,4,0,4,1,999,0,9.148623546631615e-06,38,0
-999,4,159297,11,9,2,4,5,1,0,0,0,3.4546858284568184e-06,0,1
48,4,94342,9,13,2,3,0,4,1,0,0,2.4454777493934453e-06,38,0
39,5,34180,8,11,,5,0,4,1,0,0,2.0507846624915775e-05,38,1
46,2,367251,15,10,2,3,0,2,1,0,0,4.7379916951746305e-06,38,1
-999,5,172407,14,15,2,10,0,4,1,99999,0,1.2004966876433938e-05,38,1
53,4,303462,11,9,2,7,0,4,1,0,0,2.7293282756109768e-06,38,0
47,1,220269,15,10,2,6,0,4,1,0,0,-3.531636880116915e-06,38,1
40,6,45093,11,9,,3,1,4,1,0,0,-1.059137321644359e-05,2,0
34,4,101709,11,9,5,14,1,1,1,0,0,2.4139012799778156e-06,38,0
-999,4,219591,11,9,4,1,3,4,1,0,0,-2.6634895379565073e-05,38,0
-999,4,76625,11,9,2,3,0,4,1,0,0,2.7246707589119055e-06,38,0
20,4,342599,15,10,4,6,3,4,1,0,0,3.153983929948635e-06,38,0
42,5,125846,3,2,2,12,0,4,1,0,0,-2.1756757984707757e-06,0,1
54,2,238257,9,13,4,10,1,4,1,0,0,-9.236636092538042e-07,38,1
-999,5,206253,9,13,2,10,5,4,0,0,0,-1.2511695180590928e-05,38,0
-999,4,172571,11,9,0,7,1,4,1,0,0,1.3856036200707256e-05,38,0
59,4,95165,10,16,2,12,0,4,1,0,0,-3.372509561095256e-06,38,0
69,4,141181,4,3,2,1,0,4,1,1797,0,-9.720927464033672e-06,38,0
24,4,267843,9,13,4,10,3,2,0,999,0,5.4466106523349e-06,38,0
36,4,181382,8,11,2,7,0,4,1,3103,0,1.1075610779033366e-06,38,1
21,0,207782,15,10,4,0,3,4,1,0,0,-3.5833478452759107e-06,38,0
68,0,103161,11,9,6,0,1,4,1,0,0,-4.640333655274406e-06,38,0
20,4,132320,15,10,5,3,1,4,1,0,0,-5.6386927413115816e-08,38,0
26,6,201138,8,11,4,8,1,4,0,0,0,1.3458159705353657e-05,38,0
48,4,239058,2,8,6,6,4,4,0,0,0,4.695464104865435e-06,38,0
39,5,239755,14,15,,10,0,4,1,0,1902,1901.9999996559172,38,1
21,4,176262,7,12,4,8,3,4,0,0,0,8.524338757212403e-06,38,0
22,4,264738,11,9,4,4,2,4,0,0,0,2.7531891128241876e-07,11,1
34,4,182218,8,11,0,10,4,4,0,0,0,4.015522758353502e-06,38,1
33,4,318982,15,10,2,4,0,4,1,999,0,1.511277319866702e-06,38,1
46,4,216666,6,5,2,7,0,4,1,0,0,5.897804180138458e-06,13,1
47,4,274200,1,7,2,3,0,4,1,7298,0,-4.441441742069373e-06,38,1
65,4,150095,9,13,2,4,0,4,1,0,0,-1.139342863562576e-05,38,1
23,4,192978,11,9,2,6,0,4,1,0,0,9.068481504147977e-06,38,0
28,4,68021,15,10,4,8,1,4,0,0,0,1.5049283178129642e-05,38,0
34,6,28568,11,9,0,4,1,4,1,999,0,-1.0918810837596972e-05,38,1
20,4,115057,15,10,4,8,1,4,1,0,0,1.7929167414656941e-06,38,0
28,4,139568,1,7,4,1,1,4,1,0,0,-4.4887018930427784e-06,38,0
52,5,138497,9,13,2,4,0,4,1,0,0,8.833786920007626e-06,38,0
40,7,182460,12,14,2,10,5,1,0,999,0,2.4664573482838334e-06,3,1
22,4,253310,9,13,4,4,3,4,0,0,0,3.327472286429946e-05,38,1
29,5,130856,11,9,2,4,0,4,1,0,0,-3.014334853105098e-06,38,0
31,6,389765,5,4,2,10,0,4,1,0,0,1.5372923369751304e-05,38,0
42,1,52781,12,14,2,10,0,4,1,999,1902,1902.0000163463064,38,0
38,4,146178,11,9,4,3,4,2,0,0,0,5.335974590500637e-06,38,0
22,4,231053,1,7,2,7,0,4,1,0,0,3.708331937819439e-07,38,1
21,0,145964,15,10,4,0,3,4,1,0,0,9.483769749002871e-07,38,0
43,4,483450,6,5,2,4,0,4,1,0,0,1.0204852105658801e-07,25,0
43,5,198316,9,13,2,4,0,4,1,0,0,1.1332997124131411e-05,38,0
33,4,160614,15,10,2,4,0,4,1,0,0,-8.726362970777096e-06,38,0
17,5,325171,0,6,4,8,3,2,1,0,0,-1.6098397307789564e-06,38,0
54,6,172898,14,15,2,10,0,4,1,5178,0,-2.8218595772350926e-06,38,1
45,4,186473,11,9,0,1,4,4,0,0,0,-1.7261944211239604e-05,38,0
55,2,286967,0,6,2,3,0,4,1,999,0,8.589149097624113e-06,38,0
51,6,111939,11,9,2,14,0,4,1,0,0,1.06291938139334e-05,38,1
65,1,325089,0,6,0,3,4,4,1,0,0,-6.3421843356156655e-06,38,0
21,4,143582,9,13,4,10,3,1,0,0,0,1.0301324566547453e-05,38,1
40,4,308027,11,9,6,8,4,2,0,0,0,-1.583657721037285e-05,38,0
58,4,105060,15,10,4,1,1,2,0,0,0,2.3954503202435e-07,38,0
53,1,39643,11,9,6,4,1,4,0,0,0,-1.2625847068872155e-06,38,0
39,4,186191,12,14,2,10,0,4,1,999,1848,1848.000000877487,38,1
56,2,267763,11,9,2,8,0,4,1,999,0,8.254517025209615e-07,38,0
37,4,124293,15,10,2,1,0,4,1,0,0,-7.704166322141159e-07,38,0
-999,4,36271,9,13,2,3,0,4,1,0,0,-3.877729154160283e-06,38,0
49,4,143459,6,5,5,6,3,4,1,0,0,-1.087059684577646e-06,38,0
36,4,186376,15,10,2,7,0,1,1,0,0,1.363221239101415e-05,38,1
-999,5,52822,9,13,2,3,0,4,1,0,0,-5.787189499089014e-06,38,0
33,4,104509,11,9,0,1,3,4,0,0,0,2.255340013186467e-05,38,1
36,4,184456,14,15,4,4,1,4,1,27828,0,-6.3516445271324325e-06,38,1
26,4,192302,15,10,2,4,5,4,0,0,0,2.4005921691691353e-06,38,0
22,4,156822,0,6,4,12,1,4,0,0,1762,1762.000005712065,38,0
25,4,214413,12,14,4,1,3,4,1,0,0,-2.9175590535344306e-06,38,0
28,4,108574,15,10,2,1,5,4,0,0,0,1.3823632124510362e-05,38,0
41,4,223934,7,12,0,1,4,4,0,0,0,5.4521178337800475e-06,38,1
45,4,200559,8,11,,5,0,4,1,0,0,-2.049023590839432e-06,38,0
-999,4,137722,11,9,2,6,0,4,1,0,0,1.3712647730448147e-05,38,0
30,4,261677,6,5,4,6,4,2,1,0,0,-1.015491780518226e-05,38,0
33,4,136331,11,9,3,3,4,4,1,0,0,-5.654835195351548e-06,38,0
34,4,329993,15,10,2,1,0,4,1,0,0,5.625704319277422e-06,38,0
21,4,91819,8,11,4,8,1,4,1,0,0,8.014664254145346e-06,38,0
31,4,201122,9,13,2,12,0,4,1,0,1902,1902.000003226219,38,1
48,4,315423,4,3,2,14,0,4,1,0,0,-1.2719232215678343e-06,38,0
22,4,103277,15,10,,1,3,4,0,0,0,-2.5144406794287917e-06,38,0
47,4,236805,15,10,0,12,4,4,0,0,0,1.1314009259753882e-05,38,0
27,4,74883,9,13,4,13,1,1,0,0,0,2.403946495362396e-06,29,0
18,4,115443,1,7,4,6,1,4,1,0,0,-8.722387724007015e-06,38,0
43,4,150528,12,14,2,10,0,4,1,0,0,-9.299023631950919e-06,38,0
-999,4,43701,15,10,6,12,1,4,0,0,0,1.5134613125939288e-05,38,0
37,1,419053,11,9,0,3,1,4,1,0,0,-7.187616119887627e-06,38,0
24,4,183594,8,11,4,3,3,4,1,0,0,2.7273106708481325e-06,38,0
24,4,390348,11,9,4,14,1,4,1,0,0,1.3509064347370662e-05,38,0
-999,4,36989,9,13,2,8,0,4,1,3908,0,5.421072907794927e-06,38,0
48,4,247895,9,13,2,4,0,2,1,0,0,-7.5764240767008415e-06,38,1
75,4,191446,3,2,2,8,2,2,0,0,0,-1.0156940951837152e-05,38,0
43,6,33521,9,13,0,10,1,4,1,0,0,1.8698884728463606e-05,38,1
64,4,46087,9,13,0,4,1,4,0,0,0,-1.0411645919359876e-05,38,0
67,0,129188,10,16,2,0,0,4,1,20051,0,-5.532692339012399e-06,38,1
36,4,356824,11,9,0,12,1,4,0,0,0,3.725036386178644e-06,38,0
53,4,158746,15,10,2,13,0,4,1,0,0,-2.1887844907648593e-06,38,0
22,4,153323,15,10,4,10,1,2,1,0,0,5.7380520489562094e-06,38,1
-999,6,130391,11,9,4,8,1,4,0,0,0,-1.4677721254245277e-05,38,0
46,4,173613,11,9,0,1,1,4,0,0,0,-2.103993839063989e-06,38,0
45,4,362883,11,9,2,3,0,4,1,5013,0,6.776887473425519e-06,38,0
43,4,182757,11,9,2,3,0,4,1,0,0,6.810730770173064e-06,38,1
20,4,50397,11,9,4,1,3,2,1,0,0,-5.724532763040267e-06,38,0
43,1,101709,15,10,0,6,1,1,1,0,0,-1.0217100445978336e-05,38,0
21,4,202570,2,8,4,1,2,2,1,0,0,2.1371310741887385e-06,0,0
40,4,145649,11,9,5,12,4,2,0,0,0,-1.3124626456240454e-05,38,0
36,4,136343,9,13,2,10,0,4,1,0,0,1.2842705959639074e-05,38,1
64,5,142166,9,13,,12,1,4,1,0,0,1.5740876424096179e-06,38,0
19,0,242001,15,10,4,0,3,4,0,0,0,-6.968115762219673e-06,38,0
-999,4,127089,15,10,2,10,0,4,1,5178,0,-1.0545014073860936e-05,38,1
46,2,124071,12,14,0,4,4,4,0,0,0,-6.33056665792373e-06,38,1
-999,2,190368,9,13,4,10,1,4,0,999,0,-1.5619310676777423e-05,38,0
29,0,19793,15,10,0,0,4,4,0,0,0,4.947790702049813e-06,38,1
28,4,67661,15,10,4,1,2,4,0,0,0,-8.028465909539434e-06,38,0
23,4,62278,15,10,2,12,0,4,1,0,0,3.9967176175606274e-06,38,0
30,1,295010,9,13,4,11,1,4,0,0,0,5.37545717462374e-06,38,1
-999,4,203897,9,13,3,1,1,4,0,999,0,9.65997231882817e-06,5,1
27,4,265314,11,9,2,14,0,4,1,0,0,2.518475969948884e-06,38,0
25,4,159603,11,9,,8,4,4,0,999,0,1.1252343711635085e-05,38,0
29,4,134331,0,6,2,3,0,4,1,0,0,1.3861104347397632e-05,38,0
-999,4,123011,11,9,2,7,0,4,1,0,0,2.5821517048998655e-06,30,1
27,4,274964,9,13,4,5,1,4,1,0,0,3.1852657489195975e-06,38,0
34,4,66309,11,9,2,3,0,4,1,0,0,-5.574737989485314e-06,38,0
38,4,73471,15,10,2,12,0,4,1,0,0,-9.876247005590106e-06,38,0
24,0,26671,11,9,4,0,2,0,0,0,0,1.2820745093111065e-05,38,0
56,4,357118,12,14,2,10,5,4,0,999,0,6.0574371243969055e-06,38,0
35,5,184655,11,9,2,12,0,4,1,0,0,6.868290562490283e-06,38,1
23,0,55492,8,11,4,0,1,0,0,0,0,-5.907096067654906e-06,38,0
23,4,175266,15,10,4,3,1,4,1,0,0,1.623921503612242e-05,38,0
19,4,188008,15,10,,12,3,2,0,0,0,-2.2861392450469735e-06,38,0
-999,4,87284,14,15,2,10,0,4,1,7298,0,-8.018407128186726e-06,38,0
46,4,330087,9,13,2,4,0,4,1,15024,0,-5.736741251965077e-06,38,0
48,5,56975,11,9,0,12,4,1,0,999,0,1.57119161671924e-05,0,0
27,4,150025,11,9,4,12,1,4,1,0,0,-1.1110476260097949e-05,32,0
-999,0,189203,7,12,4,0,2,4,1,0,0,-7.5112251005616135e-06,38,0
49,5,330874,15,10,2,12,0,4,1,0,0,2.8985093185978727e-05,38,0
-999,4,136824,15,10,4,8,3,4,1,0,0,9.410377363248739e-06,38,1
24,4,201179,11,9,4,8,3,4,1,0,0,-7.330558454252129e-06,38,1
34,4,324654,11,9,4,7,3,1,1,0,0,-1.0814473586787928e-05,3,0
25,1,366207,11,9,4,14,3,4,1,0,0,-1.672697193348053e-05,38,0
-999,6,103860,15,10,,3,0,4,1,0,0,9.711414622154392e-07,38,0
22,4,106700,7,12,4,1,3,4,0,999,0,7.2802035445547985e-06,38,1
54,2,163557,11,9,,1,1,4,0,0,0,1.5187982099009661e-05,38,1
39,5,286261,12,14,4,10,1,4,0,999,0,-1.8939835811634373e-05,38,0
-999,4,123083,9,13,4,10,1,4,0,0,0,-1.3253815025727678e-05,38,0
75,5,125197,11,9,2,1,0,4,1,0,0,-1.1955057756687386e-06,38,0
28,6,278073,11,9,4,7,2,2,1,0,0,2.78767005585907e-05,38,0
50,4,133963,9,13,0,12,1,4,0,0,0,8.859025023975043e-06,38,0
62,6,71467,9,13,2,3,0,4,1,0,0,3.7279977375507597e-06,38,1
-999,4,76487,11,9,2,7,0,4,1,0,0,-1.2249235905265531e-05,38,0
58,2,215245,9,13,4,10,1,4,0,0,0,-2.1199852990987347e-05,38,0
24,1,127185,7,12,2,4,5,4,0,0,0,3.884968559051807e-07,38,1
21,4,179720,11,9,4,8,2,4,0,0,0,-9.936948915525076e-07,38,1
40,4,88909,9,13,2,4,0,4,1,15024,0,-2.678075205512705e-06,38,0
45,4,341995,8,11,2,10,0,4,1,0,1902,1901.9999961956632,38,0
-999,4,173938,11,9,,4,0,4,1,0,0,-7.4835402043979845e-06,38,0
34,4,344275,11,9,4,14,1,4,1,0,0,-9.776421270354222e-06,38,1
23,4,150463,11,9,4,9,4,3,0,0,0,1.3895077982281646e-05,13,1
43,2,209544,12,14,4,4,1,4,0,10520,0,-8.865282965153725e-06,38,1
42,2,201723,15,10,,3,1,4,1,0,0,-2.761480587683602e-06,38,0
39,6,343476,9,13,2,10,0,4,1,15024,0,-3.907810571616679e-07,23,1
52,5,77392,11,9,2,5,0,4,1,0,0,7.062803350312943e-06,38,1
21,0,171156,15,10,,0,1,4,0,0,0,-8.518303411963782e-06,38,0
-999,6,357118,9,13,,4,1,4,0,0,0,9.780680215002732e-06,38,0
48,1,167749,11,9,2,1,5,4,0,0,0,-5.7966636155327835e-06,38,1
-999,6,352882,11,9,0,4,1,1,0,0,0,-1.6189716925641552e-06,34,0
25,4,51201,11,9,2,3,0,4,1,0,0,1.64309858565982e-05,38,0
40,4,365986,9,13,2,6,3,4,1,0,0,-9.692277130986685e-06,38,1
34,4,400416,1,7,4,7,3,2,1,999,0,7.209047124406753e-06,38,1
52,4,31533,11,9,0,8,1,4,1,0,0,1.0046108680595498e-05,38,0
41,4,106900,9,13,2,13,0,4,1,0,1902,1902.000003098978,38,1
36,2,192337,11,9,4,8,1,4,1,0,0,-1.1753082218517353e-06,38,0
21,4,118712,8,11,4,3,3,4,1,999,1504,1504.0000212570403,38,0
28,4,301654,9,13,4,10,1,4,0,0,0,-1.384539441935645e-07,38,0
31,6,145162,9,13,2,4,0,4,1,0,0,2.0407750003280253e-06,0,0
20,4,88126,15,10,4,1,3,4,1,0,0,-3.365267738775285e-06,9,0
68,4,165017,11,9,2,10,0,4,1,0,0,1.5108185737972079e-06,21,1
35,4,238342,11,9,2,14,0,4,1,0,0,9.641179787064544e-06,38,0
32,4,857532,11,9,4,7,3,2,1,0,0,-2.753053409111772e-06,38,0
64,4,134378,12,14,2,4,0,4,1,0,0,-2.1085304612637247e-05,38,1
17,4,260797,0,6,4,6,3,4,0,999,0,5.135701828168206e-06,38,0
25,4,138765,9,13,4,10,1,4,1,0,0,-1.0783344411088136e-05,38,0
74,0,256674,11,9,6,0,1,4,0,0,0,7.418764419591726e-06,38,1
31,4,247444,8,11,2,7,0,4,1,0,0,-1.3247317267035286e-08,4,0
51,7,454063,10,16,2,4,0,4,1,7298,0,9.43109103311516e-06,38,1
67,4,180539,11,9,2,12,0,4,1,0,0,-9.483437679172114e-06,38,0
42,4,397346,11,9,4,3,1,4,1,3325,0,-5.352212038343269e-06,38,0
29,4,107160,11,9,4,8,1,4,1,0,0,-3.400360259933509e-06,38,0
31,4,262024,11,9,2,7,0,2,1,999,0,-1.4822822026170953e-05,38,0
21,4,131230,11,9,2,3,0,4,1,0,0,1.1114202087153783e-05,38,0
67,4,274451,0,6,,14,0,4,1,0,0,-1.6254229161113314e-05,38,0
41,7,365986,11,9,0,11,1,4,1,0,0,1.0973136179781767e-05,38,1
27,4,204515,9,13,4,13,1,4,0,0,0,4.243984786736576e-06,38,0
51,4,99316,2,8,0,14,4,4,1,0,0,-1.988673323428531e-06,38,0
21,0,206681,1,7,2,0,5,4,0,0,0,3.4511614863477917e-06,38,0
28,4,268726,11,9,2,3,0,4,1,0,0,3.1773328833032306e-06,38,1
21,4,275395,15,10,4,3,3,4,1,0,0,-4.004279115780208e-06,38,0
28,4,383322,8,11,2,7,0,4,1,999,0,2.9814981435980276e-06,38,1
29,4,126822,11,9,2,8,0,4,1,0,0,7.311833285170074e-06,38,0
39,5,168355,11,9,,4,0,4,1,0,0,-9.44682699821017e-06,38,1
-999,4,162667,9,13,,1,1,4,1,999,0,3.461949523395758e-06,4,0
43,4,373403,8,11,2,3,0,4,1,0,0,-2.6263250962472628e-05,38,1
44,6,274562,11,9,4,3,1,4,1,14344,0,-1.9295998999000616e-05,38,0
28,4,249362,1,7,2,14,0,4,1,0,0,5.645266515564304e-06,38,0
31,4,111567,6,5,4,12,1,4,1,0,0,-4.178292318442007e-06,38,1
18,0,216508,11,9,4,0,3,4,1,0,0,-8.53438172493519e-06,38,0
27,4,145784,15,10,2,1,5,0,0,0,0,-5.302547355694728e-07,38,0
34,7,209317,15,10,2,11,0,4,1,0,0,-3.959516548742255e-06,38,0
25,4,259505,11,9,4,13,1,4,1,0,0,-9.886077978129807e-06,38,0
34,4,345360,9,13,,13,0,4,1,0,0,-1.6390490119333028e-05,9,0
43,2,198096,11,9,2,3,0,4,1,7688,0,-1.968157470733566e-05,38,1
40,5,33126,12,14,2,3,0,4,1,0,0,7.387923852598553e-06,38,1
21,4,206354,11,9,4,8,4,2,0,0,0,-4.224995524773184e-06,38,0
25,4,1484705,15,10,0,4,4,4,0,0,0,9.695493139349181e-06,38,0
21,4,26410,11,9,4,1,1,4,0,999,0,-4.326501646030614e-06,38,0
19,6,220901,15,10,4,14,3,4,1,0,0,3.5496995250337546e-06,38,1
49,5,44671,7,12,2,3,0,4,1,0,0,-1.2540444123453e-06,38,1
20,4,38620,15,10,4,8,3,4,1,0,0,4.444672885909649e-07,38,1
36,4,89040,1,7,2,14,0,4,1,0,0,9.303681061097219e-07,38,0
32,4,370160,15,10,,4,4,2,0,0,0,-4.457067568314786e-06,38,0
23,4,208946,15,10,4,1,3,4,1,0,0,-1.229621512879468e-05,38,0
21,4,131230,15,10,4,12,3,4,1,0,0,7.661317455737035e-06,38,0
25,4,60358,9,13,4,4,3,4,1,0,0,1.5935467921920556e-05,38,0
-999,4,350853,4,3,4,14,1,4,1,0,0,1.6592154099740238e-05,0,0
24,4,209782,9,13,4,12,3,4,0,0,0,-5.5326991106797845e-06,38,0
22,4,351952,15,10,4,10,4,4,0,0,0,-7.331707579706717e-06,38,0
-999,4,142081,11,9,2,8,5,4,0,0,0,-5.542824478353275e-06,25,0
